modified_date,jobcountry,ma_share_perc
2019-01-17,GB,0.000494962927275652
2019-01-17,IE,0.0050131716346716
2019-01-17,IN,0.00140194927311359
2019-01-17,SG,0.0067461144024527
2019-01-17,US,0.00113644292035771
2019-01-18,AU,0.00131822805402864
2019-01-18,CA,0.000557625396866093
2019-01-18,DE,0
2019-01-18,ES,0
2019-01-18,FR,0.000721894711616036
2019-01-18,GB,0.000492042826818295
2019-01-18,IE,0.00498089425256803
2019-01-18,IN,0.00140364468366104
2019-01-18,SG,0.00673560423068722
2019-01-18,US,0.00114116520943406
2019-01-19,AU,0.00153259308337521
2019-01-19,CA,0.000658033213962949
2019-01-19,DE,0
2019-01-19,ES,0
2019-01-19,FR,0.000720384079463463
2019-01-19,GB,0.000524183341822211
2019-01-19,IE,0.00495720414711326
2019-01-19,IN,0.00133802782240908
2019-01-19,SG,0.00673352151515094
2019-01-19,US,0.00114990261902824
2019-01-20,AU,0.00151492147818351
2019-01-20,CA,0.000755578869300103
2019-01-20,DE,0
2019-01-20,ES,0
2019-01-20,FR,0.000718712654832236
2019-01-20,GB,0.000555435643200165
2019-01-20,IE,0.00492846638688153
2019-01-20,IN,0.00127232357843749
2019-01-20,SG,0.00672265813151277
2019-01-20,US,0.00115145886032477
2019-01-21,AU,0.00149910718606364
2019-01-21,CA,0.000853717954486503
2019-01-21,DE,0
2019-01-21,ES,0
2019-01-21,FR,0.000717148421041953
2019-01-21,GB,0.000587790760552393
2019-01-21,IE,0.00490138961149972
2019-01-21,IN,0.0012065602487966
2019-01-21,SG,0.00719488505245654
2019-01-21,US,0.00114600071705755
2019-01-22,AU,0.00148375626791128
2019-01-22,CA,0.00095100688604895
2019-01-22,DE,0
2019-01-22,ES,0
2019-01-22,FR,0.000715223783409895
2019-01-22,GB,0.000620050540727151
2019-01-22,IE,0.00487710389714472
2019-01-22,IN,0.001138171016581
2019-01-22,SG,0.00764924895084787
2019-01-22,US,0.00114025491362935
2019-01-23,AU,0.00147231898230034
2019-01-23,CA,0.000996173276097216
2019-01-23,DE,0
2019-01-23,ES,0
2019-01-23,FR,0.000713198179969619
2019-01-23,GB,0.000685524338607818
2019-01-23,IE,0.00485340662748112
2019-01-23,IN,0.00107019365738985
2019-01-23,SG,0.00810559783079294
2019-01-23,US,0.00113858812541154
2019-01-24,AU,0.00145859174577334
2019-01-24,CA,0.00104094606723464
2019-01-24,DE,0
2019-01-24,ES,0
2019-01-24,FR,0.000710387783500098
2019-01-24,GB,0.000750550595824462
2019-01-24,IE,0.00483427114881866
2019-01-24,IN,0.00100233592758558
2019-01-24,SG,0.00854852028152154
2019-01-24,US,0.00114271221542994
2019-01-25,AU,0.00144309017982992
2019-01-25,CA,0.00103445520310228
2019-01-25,DE,0
2019-01-25,ES,0
2019-01-25,FR,0.000706770202985993
2019-01-25,GB,0.000814483188341525
2019-01-25,IE,0.00481115676944077
2019-01-25,IN,0.000934177551954823
2019-01-25,SG,0.00897714048033166
2019-01-25,US,0.0011531728550135
2019-01-26,AU,0.00143048082839251
2019-01-26,CA,0.00102477444664375
2019-01-26,DE,0
2019-01-26,ES,0
2019-01-26,FR,0.000702652564962368
2019-01-26,GB,0.00084345251968312
2019-01-26,IE,0.00477675347366486
2019-01-26,IN,0.000931782781144009
2019-01-26,SG,0.0094009386330167
2019-01-26,US,0.00116183100095754
2019-01-27,AU,0.00141625489096406
2019-01-27,CA,0.00101637005998857
2019-01-27,DE,0
2019-01-27,ES,0
2019-01-27,FR,0.00069817572370414
2019-01-27,GB,0.000872232109559189
2019-01-27,IE,0.00474576514528748
2019-01-27,IN,0.00092964891070834
2019-01-27,SG,0.00983631374712826
2019-01-27,US,0.0011713192686634
2019-01-28,AU,0.00140564043321118
2019-01-28,CA,0.00100930325883931
2019-01-28,DE,0
2019-01-28,ES,0
2019-01-28,FR,0.000693090593055572
2019-01-28,GB,0.000902303207036096
2019-01-28,IE,0.00404716304808399
2019-01-28,IN,0.000927548234988447
2019-01-28,SG,0.0093602016481244
2019-01-28,US,0.00119095063508004
2019-01-29,AU,0.00140039983342792
2019-01-29,CA,0.00100211915122465
2019-01-29,DE,0
2019-01-29,ES,0
2019-01-29,FR,0.000686956535110836
2019-01-29,GB,0.000964006700498054
2019-01-29,IE,0.00335569575448698
2019-01-29,IN,0.000924476323090097
2019-01-29,SG,0.00887774469679375
2019-01-29,US,0.0012067447230184
2019-01-30,AU,0.00139449924368152
2019-01-30,CA,0.000995347713753698
2019-01-30,DE,0
2019-01-30,ES,0
2019-01-30,FR,0.000682312766234546
2019-01-30,GB,0.000959550802775327
2019-01-30,IE,0.0026739953209255
2019-01-30,IN,0.000921074009917116
2019-01-30,SG,0.0088126552081885
2019-01-30,US,0.0012173031783674
2019-01-31,AU,0.00139188144964512
2019-01-31,CA,0.000989765870011652
2019-01-31,DE,0
2019-01-31,ES,0
2019-01-31,FR,0.00067822954105484
2019-01-31,GB,0.000956105553811125
2019-01-31,IE,0.00199873939893106
2019-01-31,IN,0.000918435560439788
2019-01-31,SG,0.00876505664474212
2019-01-31,US,0.00122855325724396
2019-02-01,AU,0.00139601641729638
2019-02-01,CA,0.000987709971378024
2019-02-01,DE,0
2019-02-01,ES,0
2019-02-01,FR,0.000677001424203397
2019-02-01,GB,0.000956903049537358
2019-02-01,IE,0.00133062068759843
2019-02-01,IN,0.000919175266407869
2019-02-01,SG,0.00876443594453419
2019-02-01,US,0.00122951043620058
2019-02-02,AU,0.00139426793964643
2019-02-02,CA,0.000986476001701564
2019-02-02,DE,0
2019-02-02,ES,0
2019-02-02,FR,0.000675522042951356
2019-02-02,GB,0.000957396285216155
2019-02-02,IE,0.000658509923744551
2019-02-02,IN,0.000917998366766534
2019-02-02,SG,0.00876374788966268
2019-02-02,US,0.00123018394335475
2019-02-03,AU,0.00139626732229025
2019-02-03,CA,0.000986816577735834
2019-02-03,DE,0
2019-02-03,ES,0
2019-02-03,FR,0.000674497382233968
2019-02-03,GB,0.000959178964616269
2019-02-03,IE,0
2019-02-03,IN,0.000916688621875327
2019-02-03,SG,0.00877246181852713
2019-02-03,US,0.00123149895628179
2019-02-04,AU,0.00139340777087902
2019-02-04,CA,0.000985577696627307
2019-02-04,DE,0
2019-02-04,ES,0
2019-02-04,FR,0.000673837504950329
2019-02-04,GB,0.000959942980446718
2019-02-04,IE,0
2019-02-04,IN,0.00091373914441096
2019-02-04,SG,0.0087361620776047
2019-02-04,US,0.00121974538965593
2019-02-05,AU,0.00138764605039651
2019-02-05,CA,0.00103237019510598
2019-02-05,DE,0
2019-02-05,ES,0
2019-02-05,FR,0.000674391861924555
2019-02-05,GB,0.00092993234660519
2019-02-05,IE,0
2019-02-05,IN,0.000912777770716873
2019-02-05,SG,0.00873320580506606
2019-02-05,US,0.00121127669848271
2019-02-06,AU,0.00138371052250535
2019-02-06,CA,0.00107856391817271
2019-02-06,DE,0
2019-02-06,ES,0
2019-02-06,FR,0.000673918871955772
2019-02-06,GB,0.000931811575691871
2019-02-06,IE,0
2019-02-06,IN,0.000913395594895827
2019-02-06,SG,0.00832940595123232
2019-02-06,US,0.00120152101616524
2019-02-07,AU,0.00138015641117527
2019-02-07,CA,0.00112401742020209
2019-02-07,DE,0
2019-02-07,ES,0
2019-02-07,FR,0.000673916973615678
2019-02-07,GB,0.000933868597041344
2019-02-07,IE,0
2019-02-07,IN,0.00091346831560746
2019-02-07,SG,0.00792927043733325
2019-02-07,US,0.00117889331139642
2019-02-08,AU,0.00137289176902991
2019-02-08,CA,0.00116786229746041
2019-02-08,DE,0
2019-02-08,ES,0
2019-02-08,FR,0.000671847619417215
2019-02-08,GB,0.000932663151072712
2019-02-08,IE,0
2019-02-08,IN,0.000845546733306033
2019-02-08,SG,0.00749627355081702
2019-02-08,US,0.00115740129236233
2019-02-09,AU,0.00136926527240276
2019-02-09,CA,0.00126014016046056
2019-02-09,DE,0
2019-02-09,ES,0
2019-02-09,FR,0.000671091965984529
2019-02-09,GB,0.000933235275800577
2019-02-09,IE,0
2019-02-09,IN,0.000778674349136112
2019-02-09,SG,0.00706085058695985
2019-02-09,US,0.00113738319362147
2019-02-10,AU,0.00136603844631097
2019-02-10,CA,0.00135069146005878
2019-02-10,DE,0
2019-02-10,ES,0
2019-02-10,FR,0.000669825492438643
2019-02-10,GB,0.000933078172277194
2019-02-10,IE,0
2019-02-10,IN,0.000712057333859582
2019-02-10,SG,0.00662330231932431
2019-02-10,US,0.00112043764213374
2019-02-11,AU,0.00136759855821163
2019-02-11,CA,0.00144296425435573
2019-02-11,DE,0
2019-02-11,ES,0
2019-02-11,FR,0.000668788566721218
2019-02-11,GB,0.000898986038337107
2019-02-11,IE,0
2019-02-11,IN,0.00058076024333746
2019-02-11,SG,0.00665801133304464
2019-02-11,US,0.00110983202238937
2019-02-12,AU,0.00136828037109648
2019-02-12,CA,0.00148647471181446
2019-02-12,DE,0
2019-02-12,ES,0
2019-02-12,FR,0.000620345950056993
2019-02-12,GB,0.000864837732627581
2019-02-12,IE,0
2019-02-12,IN,0.000450744732487015
2019-02-12,SG,0.00667711892311179
2019-02-12,US,0.00111890617086899
2019-02-13,AU,0.00136819928737754
2019-02-13,CA,0.00153025596751622
2019-02-13,DE,0
2019-02-13,ES,0
2019-02-13,FR,0.000524928469956309
2019-02-13,GB,0.000831432060690222
2019-02-13,IE,0
2019-02-13,IN,0.000321144994796884
2019-02-13,SG,0.00668548421220974
2019-02-13,US,0.00112792830624351
2019-02-14,AU,0.00136797174802461
2019-02-14,CA,0.00157386739472947
2019-02-14,DE,0
2019-02-14,ES,0
2019-02-14,FR,0.000429852004709134
2019-02-14,GB,0.000797784757886809
2019-02-14,IE,0
2019-02-14,IN,0.000192695400665489
2019-02-14,SG,0.00669133330090147
2019-02-14,US,0.00114854552853847
2019-02-15,AU,0.00136475700555532
2019-02-15,CA,0.0016165647568796
2019-02-15,DE,0
2019-02-15,ES,0
2019-02-15,FR,0.000335004995306475
2019-02-15,GB,0.000764365772717625
2019-02-15,IE,0
2019-02-15,IN,0.000128897390270241
2019-02-15,SG,0.0066815252094683
2019-02-15,US,0.00117180195656058
2019-02-16,AU,0.0013659110680421
2019-02-16,CA,0.0016159659519388
2019-02-16,DE,0
2019-02-16,ES,0
2019-02-16,FR,0.000239245008138314
2019-02-16,GB,0.000730454887766145
2019-02-16,IE,0
2019-02-16,IN,0.0000645667410260301
2019-02-16,SG,0.00668893519738357
2019-02-16,US,0.0011971104849074
2019-02-17,AU,0.0013635250888576
2019-02-17,CA,0.00161290809544598
2019-02-17,DE,0
2019-02-17,ES,0
2019-02-17,FR,0.000143921121402156
2019-02-17,GB,0.000696612645776304
2019-02-17,IE,0
2019-02-17,IN,0
2019-02-17,SG,0.00667660848353484
2019-02-17,US,0.00122387771005349
2019-02-18,AU,0.00135853596800316
2019-02-18,CA,0.0016092949030044
2019-02-18,DE,0
2019-02-18,ES,0
2019-02-18,FR,0.0000476571733577338
2019-02-18,GB,0.000695229572493079
2019-02-18,IE,0
2019-02-18,IN,0
2019-02-18,SG,0.00665848261979897
2019-02-18,US,0.00124785731845614
2019-02-19,AU,0.00135432470212873
2019-02-19,CA,0.00160880768352409
2019-02-19,DE,0
2019-02-19,ES,0
2019-02-19,FR,0
2019-02-19,GB,0.000693626151193751
2019-02-19,IE,0
2019-02-19,IN,0
2019-02-19,SG,0.00663064692585682
2019-02-19,US,0.00124914541100544
2019-02-20,AU,0.00135154677565522
2019-02-20,CA,0.00160854307204224
2019-02-20,DE,0
2019-02-20,ES,0
2019-02-20,FR,0
2019-02-20,GB,0.00069251189301523
2019-02-20,IE,0
2019-02-20,IN,0
2019-02-20,SG,0.00659389741547877
2019-02-20,US,0.00125001167461838
2019-02-21,AU,0.00134690457087772
2019-02-21,CA,0.00160785340771815
2019-02-21,DE,0
2019-02-21,ES,0
2019-02-21,FR,0
2019-02-21,GB,0.00069149547071225
2019-02-21,IE,0
2019-02-21,IN,0
2019-02-21,SG,0.00656193456517892
2019-02-21,US,0.00124852792515002
2019-02-22,AU,0.00134357264590294
2019-02-22,CA,0.00160730554379259
2019-02-22,DE,0
2019-02-22,ES,0
2019-02-22,FR,0
2019-02-22,GB,0.000690365809831029
2019-02-22,IE,0
2019-02-22,IN,0
2019-02-22,SG,0.00653334936257679
2019-02-22,US,0.00123814198586995
2019-02-23,AU,0.00133807081727354
2019-02-23,CA,0.00160587452504308
2019-02-23,DE,0
2019-02-23,ES,0
2019-02-23,FR,0
2019-02-23,GB,0.000689917600462416
2019-02-23,IE,0
2019-02-23,IN,0
2019-02-23,SG,0.00651339091341548
2019-02-23,US,0.00122669080948356
2019-02-24,AU,0.00133412635893367
2019-02-24,CA,0.00160737809978564
2019-02-24,DE,0
2019-02-24,ES,0
2019-02-24,FR,0
2019-02-24,GB,0.000689598111863626
2019-02-24,IE,0
2019-02-24,IN,0
2019-02-24,SG,0.00650852278529183
2019-02-24,US,0.00120759087381978
2019-02-25,AU,0.00132996185917454
2019-02-25,CA,0.0016086136762771
2019-02-25,DE,0
2019-02-25,ES,0
2019-02-25,FR,0
2019-02-25,GB,0.000689994568764582
2019-02-25,IE,0
2019-02-25,IN,0
2019-02-25,SG,0.00650417479218996
2019-02-25,US,0.00118776234623706
2019-02-26,AU,0.00132734572138804
2019-02-26,CA,0.00160655065716769
2019-02-26,DE,0
2019-02-26,ES,0
2019-02-26,FR,0
2019-02-26,GB,0.000690296216514912
2019-02-26,IE,0
2019-02-26,IN,0
2019-02-26,SG,0.00650725806944788
2019-02-26,US,0.00116798499792336
2019-02-27,AU,0.00132353738930868
2019-02-27,CA,0.00160345810413643
2019-02-27,DE,0
2019-02-27,ES,0
2019-02-27,FR,0
2019-02-27,GB,0.000689937058423863
2019-02-27,IE,0
2019-02-27,IN,0
2019-02-27,SG,0.00651827241961548
2019-02-27,US,0.0011476524651035
2019-02-28,AU,0.00132110994928931
2019-02-28,CA,0.00160034523326485
2019-02-28,DE,0
2019-02-28,ES,0
2019-02-28,FR,0
2019-02-28,GB,0.000689239277703167
2019-02-28,IE,0
2019-02-28,IN,0
2019-02-28,SG,0.00652157560283772
2019-02-28,US,0.00113104320922117
2019-03-01,AU,0.00132206195360083
2019-03-01,CA,0.00164653779175771
2019-03-01,DE,0
2019-03-01,ES,0
2019-03-01,FR,0
2019-03-01,GB,0.000690614560077612
2019-03-01,IE,0
2019-03-01,IN,0
2019-03-01,SG,0.00701924946113975
2019-03-01,US,0.00110912641858956
2019-03-02,AU,0.00132180158918154
2019-03-02,CA,0.0016916118462827
2019-03-02,DE,0
2019-03-02,ES,0
2019-03-02,FR,0
2019-03-02,GB,0.000690706607086259
2019-03-02,IE,0
2019-03-02,IN,0.000179985817117611
2019-03-02,SG,0.00749118962026982
2019-03-02,US,0.00108306131884531
2019-03-03,AU,0.00132446567761584
2019-03-03,CA,0.00169037191990269
2019-03-03,DE,0
2019-03-03,ES,0
2019-03-03,FR,0
2019-03-03,GB,0.000691050095881892
2019-03-03,IE,0
2019-03-03,IN,0.000240708391463295
2019-03-03,SG,0.00797603815167451
2019-03-03,US,0.00106634146786475
2019-03-04,AU,0.0013262393442708
2019-03-04,CA,0.00168977006906826
2019-03-04,DE,0
2019-03-04,ES,0
2019-03-04,FR,0
2019-03-04,GB,0.000690771593055011
2019-03-04,IE,0
2019-03-04,IN,0.000301908576043052
2019-03-04,SG,0.00846593464343548
2019-03-04,US,0.00105023804718684
2019-03-05,AU,0.00132829806974285
2019-03-05,CA,0.00168911279654628
2019-03-05,DE,0
2019-03-05,ES,0
2019-03-05,FR,0
2019-03-05,GB,0.000691098125333404
2019-03-05,IE,0
2019-03-05,IN,0.000362513167446897
2019-03-05,SG,0.00894478502887332
2019-03-05,US,0.00102823255559237
2019-03-06,AU,0.00132921979079226
2019-03-06,CA,0.00160311403718175
2019-03-06,DE,0
2019-03-06,ES,0
2019-03-06,FR,0
2019-03-06,GB,0.00069923259581784
2019-03-06,IE,0
2019-03-06,IN,0.000422106751124929
2019-03-06,SG,0.00940897251464352
2019-03-06,US,0.000959499628941924
2019-03-07,AU,0.00133069542513158
2019-03-07,CA,0.00160147952887106
2019-03-07,DE,0
2019-03-07,ES,0
2019-03-07,FR,0
2019-03-07,GB,0.00069915672849847
2019-03-07,IE,0
2019-03-07,IN,0.000480544112701429
2019-03-07,SG,0.00985851071235103
2019-03-07,US,0.000933765631581013
2019-03-08,AU,0.00151687696595945
2019-03-08,CA,0.00155126231221833
2019-03-08,DE,0
2019-03-08,ES,0
2019-03-08,FR,0
2019-03-08,GB,0.000696848055437134
2019-03-08,IE,0
2019-03-08,IN,0.000538788249992179
2019-03-08,SG,0.00982530440803485
2019-03-08,US,0.000916861064002907
2019-03-09,AU,0.00170788903633498
2019-03-09,CA,0.00145347721498789
2019-03-09,DE,0
2019-03-09,ES,0
2019-03-09,FR,0
2019-03-09,GB,0.000694455591874193
2019-03-09,IE,0
2019-03-09,IN,0.000417146000642081
2019-03-09,SG,0.00980621245072402
2019-03-09,US,0.000902203733600867
2019-03-10,AU,0.00170569290586097
2019-03-10,CA,0.00140236338216283
2019-03-10,DE,0
2019-03-10,ES,0
2019-03-10,FR,0
2019-03-10,GB,0.000692235269735991
2019-03-10,IE,0
2019-03-10,IN,0.000415316102638738
2019-03-10,SG,0.00975722120366276
2019-03-10,US,0.000884618131070487
2019-03-11,AU,0.00189605882038531
2019-03-11,CA,0.0013503183068957
2019-03-11,DE,0
2019-03-11,ES,0
2019-03-11,FR,0
2019-03-11,GB,0.000689788434179672
2019-03-11,IE,0
2019-03-11,IN,0.000412982385364545
2019-03-11,SG,0.00969735650657911
2019-03-11,US,0.000866386457969217
2019-03-12,AU,0.00208756029577732
2019-03-12,CA,0.00129911656652155
2019-03-12,DE,0
2019-03-12,ES,0
2019-03-12,FR,0
2019-03-12,GB,0.000687866121393384
2019-03-12,IE,0
2019-03-12,IN,0.0004107659537761
2019-03-12,SG,0.00965940819016637
2019-03-12,US,0.000854460008278452
2019-03-13,AU,0.0022806363175693
2019-03-13,CA,0.0013346406309355
2019-03-13,DE,0
2019-03-13,ES,0
2019-03-13,FR,0
2019-03-13,GB,0.000678682038544414
2019-03-13,IE,0
2019-03-13,IN,0.000409641781240934
2019-03-13,SG,0.0096333770248301
2019-03-13,US,0.00089984398519209
2019-03-14,AU,0.00247773725520463
2019-03-14,CA,0.00128614904469203
2019-03-14,DE,0
2019-03-14,ES,0
2019-03-14,FR,0
2019-03-14,GB,0.000677940652375366
2019-03-14,IE,0
2019-03-14,IN,0.000409649431674885
2019-03-14,SG,0.00916918771569064
2019-03-14,US,0.000901253137014673
2019-03-15,AU,0.00247891930016392
2019-03-15,CA,0.00123651101430715
2019-03-15,DE,0
2019-03-15,ES,0
2019-03-15,FR,0
2019-03-15,GB,0.000677154619605273
2019-03-15,IE,0
2019-03-15,IN,0.00040893405444951
2019-03-15,SG,0.00868578627408716
2019-03-15,US,0.000911103143548518
2019-03-16,AU,0.00248201602906676
2019-03-16,CA,0.00123307911617571
2019-03-16,DE,0
2019-03-16,ES,0
2019-03-16,FR,0
2019-03-16,GB,0.000677231356394949
2019-03-16,IE,0
2019-03-16,IN,0.000408427854942932
2019-03-16,SG,0.00821916247282279
2019-03-16,US,0.000926283828960488
2019-03-17,AU,0.00267173131649532
2019-03-17,CA,0.00122875290502742
2019-03-17,DE,0
2019-03-17,ES,0
2019-03-17,FR,0
2019-03-17,GB,0.000677022140549129
2019-03-17,IE,0
2019-03-17,IN,0.000407764834032428
2019-03-17,SG,0.00775706820496511
2019-03-17,US,0.000952406539447747
2019-03-18,AU,0.00267087898310805
2019-03-18,CA,0.00122422618563628
2019-03-18,DE,0
2019-03-18,ES,0
2019-03-18,FR,0
2019-03-18,GB,0.000676865585389759
2019-03-18,IE,0
2019-03-18,IN,0.000407449015672981
2019-03-18,SG,0.00730632690068071
2019-03-18,US,0.000975727905130753
2019-03-19,AU,0.00266520902537711
2019-03-19,CA,0.0012642414663087
2019-03-19,DE,0
2019-03-19,ES,0
2019-03-19,FR,0
2019-03-19,GB,0.000675499686491893
2019-03-19,IE,0
2019-03-19,IN,0.000406571551409186
2019-03-19,SG,0.00684051248234377
2019-03-19,US,0.000996287562826452
2019-03-20,AU,0.00265839483376244
2019-03-20,CA,0.00130516736933316
2019-03-20,DE,0
2019-03-20,ES,0
2019-03-20,FR,0
2019-03-20,GB,0.000642540164175244
2019-03-20,IE,0
2019-03-20,IN,0.000405514375617445
2019-03-20,SG,0.00638235254425558
2019-03-20,US,0.00101638827470387
2019-03-21,AU,0.00265351388887714
2019-03-21,CA,0.00134548566528407
2019-03-21,DE,0
2019-03-21,ES,0
2019-03-21,FR,0
2019-03-21,GB,0.000610078759097619
2019-03-21,IE,0
2019-03-21,IN,0.000404380716126258
2019-03-21,SG,0.00637366573627417
2019-03-21,US,0.00103966451975321
2019-03-22,AU,0.00264627855577914
2019-03-22,CA,0.00138588078450213
2019-03-22,DE,0
2019-03-22,ES,0
2019-03-22,FR,0
2019-03-22,GB,0.000577729740361224
2019-03-22,IE,0
2019-03-22,IN,0.00040354399808556
2019-03-22,SG,0.00636894598197321
2019-03-22,US,0.00105443129281121
2019-03-23,AU,0.00263542413849302
2019-03-23,CA,0.00142465390643167
2019-03-23,DE,0
2019-03-23,ES,0
2019-03-23,FR,0
2019-03-23,GB,0.000512923299590914
2019-03-23,IE,0
2019-03-23,IN,0.000402093452449725
2019-03-23,SG,0.00678098739701515
2019-03-23,US,0.00107063121622233
2019-03-24,AU,0.00263098830948681
2019-03-24,CA,0.00146497124664467
2019-03-24,DE,0
2019-03-24,ES,0
2019-03-24,FR,0
2019-03-24,GB,0.000448488933018948
2019-03-24,IE,0
2019-03-24,IN,0.000400415574977511
2019-03-24,SG,0.00719925437107769
2019-03-24,US,0.00108121794545737
2019-03-25,AU,0.00262784316450564
2019-03-25,CA,0.00150540406732522
2019-03-25,DE,0
2019-03-25,ES,0
2019-03-25,FR,0
2019-03-25,GB,0.00038312369817482
2019-03-25,IE,0
